,Short,Long,Rating
3896,Good quality product.,Perfect for everyday use at home and small office. Easy 2 use. Can be refilled easily,5
3897,Good,I like bt no software cd so i return,4
3898,Bad service from amazon and hp,"Very bad experience, printer inc finished after 10 prints for bw and 20 pages for color. I could never use scanner as installation software never worked. No help received from amazon or hp.",1
3899,Good product,Good product,4
3900,Printing cost high,Print quality is good but printing cost per page is very high.,4
3901,It helps everyone to all,Product is not good but it doesn't print more than100 papers....but usage is easier for everyone......cost is low same as product is low.....,2
3902,value for money,"value for money, easy to install, easy to operate, issue only with catridges which are of less ink, cartridges cost is also more",4
3903,Please send good product,Very bad product,1
3904,Can I return and buy lazer jet ink printers,This item is useless product. Because I got only black and white 12prints and colour 8 prints I want to return please help,1
3905,Trapping Customer,"Catridge got empty in 40 -50 prints and getting pop up for ordering the cartridge
..",4
3906,Waste of money,This is not capipible to be sold for 100 rs also if you but it after reading this then you are wasting your 💰 money 👿👿,1
3907,Decent one,"Package is cool..print quality is awesome.
No idea about the ink
Still for this price it's okay",4
3908,It is very useful although the printing is costly,I like the printer cum scanner all in one of HP. It is cute and handy.,4
3909,Nice but packaging we're not done by amazon,"Nice printer but pacakaging were not done properly, there should be some extra packaging of Amazon except hp packaging.",4
3910,100 % Satisfacyion,"Your browser does not support HTML5 video.
 Excellent product,my office works from home during kovid 💯💯💯👌👌",5
3911,REMARKABLE PRODUCT,"THIS PRODUCT IS VERY GOOD AT THIS RATE. SCANNER AND PRINTER BOTH ARE GOOD. COLOR PRINT IS AMAZING. WE CAN USE IT AS SCANNER, XEROX AND AS PRINTER. SO DON'T THINK . JUST BUY THIS WAIT LESS PRINTER. THANKS AMAZAN",5
3912,XXXXXXX,"Cartridges dried up. New Cartridges of this printer is not available in market. Shop keepers saying this printer is outdated.
Buying this printer was a wrong decision",1
3913,It doesn’t connect any computer,My experience with this printer has been nothing but miserable. The printer will not connect to any laptop and the hp support centres have not been helpful at all.,1
3914,Waste of money: Very bad experience,worst printer. only 30 pages can be printed with one cartridge. I never thought that HP like company would sell these kinds of products.,1
3915,Send software CD for Windows XP,HP Deskjet 2131 all in one printer software and driver CD not received with Printer. Kindly send me CD so that I can install Printer in my windows XP professional PC.,3
3916,Waste of money,Waste of money. The cost of printer is cheap but the ink is costly and ends in just 15 to 30 days so early. Very dissatisfied,2
3917,Perfect,It's just perfect for home use,5
3918,Three Stars,"not good,,, refill is a headache,,, going for Epson with refill tank is good",3
3919,Waest of money 🤬🤬🤬🤬🤬,This product is waest of money not working properly not good service with half catrige lots of problems,1
3920,No c.d. enclosed.,"Delivery part is good. But installation c.d. is not enclosed in the pack. So, there is difficulty in installation. I request you to send software installation c.d. Thanx.",1
3921,Disappointed,Said that it will print upto150 pages but my black cartilage dried after 55pages only very bad review from HP to me buying a new costs rs. 729.,4
3922,Colour quality,Using for android mobile needs an app or 2-3apps installed,5
3923,Worst quality,Worst quality after taking few pages around 15 pages black and white cartridge showing empty. Totally waste of money.,1
3924,Riceved with out software cd.,"The company not provide software cd with this product so facing some problem in instalation,
Overall good.",5
3925,Defective piece delivered,Amazon has sold a defective piece.. It did not work from second day....I need a replacement...U should be sued because of this mischief...,1
3926,Excellent,"Excellent print quality, Easy to install and Easy to use.",5
3927,Four Stars,"The product is not worth buying, it stopped working. PLEASE DO NOT BUY THIS PRODUCT AT A DISSCOUNT.",1
3928,HP Deskjet printer 2131,"It's very easy to install and use , print quality is professional. I need to check after self refill .I can't say about durability as it's new . It makes too much noise while printing.",3
3929,Reasonably okay,"Product good.
Printing Quality is not excellent, but ok for the home use.",4
3930,Good for scanning not good for long periods printing,"Cartridge problem... Compatibility issues with new hp cartridge, estimated print score is not so good... After certain time it works only as a scanner",4
3931,Good for A4,Good,5
3932,Complain,Its not working properly rather we hv print just 10-12 pages and it starting generating no ink signal......this is wrong.....pls help,1
3933,Waste of money,"Very poor product. It is simply a loot by HP. The cartridges do not last even for 50 pages. In fact, we could get only 46 pages from new cartridges priced at Rs 2102, this making a per page printing cost of Rs 46.8. Why should anybody purchase such a product?",1
3934,worst product,Pls dont buy it.. Waste of money,1
3935,Waste of money... Worst service ... Fake warranty,Within a month of buying this cartridges not working even though the ink is there. Warranty doesn't work. Customer service number not working. Lying as crap in the corner of the room,1
3936,Worth for money,"Very good product, purchased 1 month back and the print quantity is very good. Easy to setup n print.",5
3937,Good product,Slight confusion may occur in identification of cartridge holders while first time installing.,5
3938,Expensive running cost,Printer is flimsy. The cartridge cannot print more than 80 copies. The running cost is expensive.,2
3939,Perfect printer for home,"Nice product, very easy to handle, perfect for home",5
3940,Not a great printer,It just printed only 2 pages later on its giving output try closed error. But a good solutions available. Looks like hardware issue.,1
3941,Excellent printer,"purchased this printer to print out pictures for my kids homework, saved me the hassle of going out to xerox stores . Easy to install and use ... love it !",5
3942,Only for home use. Must buy,Very nice printer with this price. Picture quality is very good. I m using this last 10 months and I m satisfy with this.,5
3943,Incorrect selling,During the advertisement it was shown as wireless printing option and when I got and tested it. There is no wireless printing in the device,1
3944,"Page cost high, slow.","Very slow printing via USB(mobile phone) 1 page per 1 minute. Print quality good.
Normal speed in Xerox.",1
3945,Very bad product don't buy it,Very bad product . it worked three days correctly and then it showed that paper jam and ink is low but ink is available on the printer . DON'T BUY THIS PRODUCT,2
3946,slow expensive printing.,"No refiling is successful. One have to change the cartridges all the time whenever needed.refiling wastes time, money and hampers the patience.",2
3947,HP DeskJet 2331 All-in-One Inkjet Colour Printer,"It was beyond my expectation, very compact and useful for home usage.",4
3948,Good but not efficiency,"The efficiency of one catriges is 50 pages.
It's very slow to print a single page.",2
3949,not bad,Product is ok but printing is very slow,3
3950,Great purchase for domestic usage,Good till now more than 2 months,5
3951,Good for small scale enterprise,"The product of HP is good. It's useful for small business team.

For me ink for this printer is expensive",5
3952,Horribly waste product,Never buy this product. Just waste of money,1
3953,Xerox also good,It is so easy to remove print,4
3954,Costly handling printer,Cartridge is getting over very fast. No sync with colour and black cartridge. Black got over very soon and I have to invest 900 rupees to buy it again. Very costly.,1
3955,Cartridge price,Everything thing is okk but you have too buy a cartridge after use whose cost is near about 1800 so it's too costly.,4
3956,Warranty card issue,Warranty card not given to me.please consult seller to give warranty card also.,5
3957,Awesome printer quality,Very good printer. Print quality is very good. But the ink cost is very expensive. But overall product is very good.,5
3958,Hp doesn't mentioned cardtige price,"Cartridge price is nearly half of this whole product . Cardtige cost is 1400 for colour & black and white combo . If you think for refilling it , that idea not gonna work . Because after refilling once my cartridge stopped working totally",1
3959,Value for money,"Value for money.
Good quality prints.",5
3960,its my bad experience with HP & amazon,"wen i gave first time continuously printing,frequently paper getting jam at loading and paper out side....its my bad experience with HP & amazon...:(",1
3961,Could not use,"Printer was alright but the Charging cable jack loose, non functional and USB Cord also not working",1
3962,Not as good i think,"Personal use,printing slow,power button problem,cartridge problem, some colour missing.",3
3963,Very bad product.,Very bad product.waste of money .carteges are very very small and very low quality. don't buy this printer.,1
3964,Worth buying,"Bought this 2 days ago and for this much of money it is worth buying.
Using it for heavy usage and it is working perfect.
Print quality and speed is decent.",4
3965,Good,Very nice products. Only thing is it's not wireless but it's mentioned there.,4
3966,"Durable, easy to use and good quality.",I have been using this from 2 years without any issues. Definitely worth every penny!,5
3967,Don't buy,Don't buy as prints per cartridge I got only 15,1
3968,Fine quality,easy installation and easy access....,5
3969,Worst Printer HP/Amazon,"Spent money in thousand but could not print even 10 pages, frustrating ....forget colour it can't get a Black n white print properly worst buy ever.

Print quality is total disaster.",1
3970,Good but doesn't mt d expectation,It prints only 100 pages... So printer is good but its cartridge is too costly. U need to expense 700rs per 100 pages.,3
3971,Useless catridge,Worst buy. Ink gets over way too soon. Absolutely time consuming to get th. E color print,1
3972,It not good item for suggest,This is easy to install.print also good.But cartridges will be empty just for 100 pages. Cartridge changed even though not working properly. Now iam using this for scanning purpose only.Overall this item not good.,3
3973,Good,So far so good!!,4
3974,"BY READING THE INSTRUCTIONS ONLY YOU HAVE TO INPUT THE CABLES ,PAPERS&CARTIGES","1-IT PRINTS VERY FAST
2-EASY TO HANDLE
3-IT CAN PRINT ,COPY,SCAN
as it is good for home use,
Let's see how many years it will work smoothly,",4
3975,Good choice,Its printing seed is very good . It is easy to install. Its print quality is also good .It is also small in size therefore its easy to change its location.But the main problem is its cartilage is very expensive . Overall it is a very good printer,4
3976,Overall good,Fast delivery. Almost easy to use,4
3977,Don't buy this,I was bought this printer. the printer started to print a paper but it was printed only 5 papers then the ink cartridge was empty.,1
3978,Defective product,Dislike got defective piece no option of replacement very bad planning to go through the court,1
3979,Cheap and best printer.,This printer is cheap and best for those people who are need few bill in a month.,5
3980,Too much printing cost,Print cost is too much. It feels like I am doing printout by using my own blood. In economy mode it costs 5rupees black & white and 10-11 rupees for color!!! Could you imagine that!!!!,2
3981,Good quality. Value for money.,Good quality. Value for money. Printing cost too high due to cartridges.,4
3982,VERY GOOD,"Very good product , less space occupies , very good at home .",5
3983,Hp printer deskjet 2331,HP Printer deskjet 2331 Received printer without scan options. HP Customer service kindly contact us immediately,2
3984,Cheap price but expensive maintenance,Cheap price but expensive maintenance. Cartridges are very expensive and prints very less pages.,3
3985,Fast printing,It is worth for money,4
3986,Costly output,Quality Is good but cartridge ends within 80 pages after installation also cartridge is very expensive not good product as compared to cost,3
3987,Totally satisfied,"Best at this price range, hp company is good",4
3988,Printer.,Very nice product hp deskjet 2331.,5
3989,Affordable printer for low budget customer,Moderate to use product,5
3990,sir mane hp deskjet 2131 all in one printer return ... sir ji printer ko return karana hai add-,sir mane hp deskjet 2131 all in one printer return kiya but return nahi hua track no - EF696372784IN HAI AAPKE SATH KAIESA SHOPING RAHA,2
3991,Super products,"For this Price we can go for it, amazing printing & useful for home use & office use also.",3
3992,Poor quality,Poor performance. Ink dried in 4 months .,1
3993,Defective product received,"The hinges of the back cover were broken.
As soon as I unboxed the printer, back cover fell off and I had to return it.",3
3994,"Very, Very, Very, Very, VERY COSTLY to print!!!",Taking 12-15 Rupees to print single Black and white page!!!!! What is the point of owning this printer.,1
3995,Kindly help me if possible,Very disappointed with the performance of a printer actually i start using it bit late and i didnt notice that return window will close so early else i would have checked it before it consuming hell lot of ink which is costing me too much.,1
3996,should be used for all houshold thanks,"household like download recepies , cross stich designs, payment recceipts etc",5
3997,Value for money,Good value for money. Easy to use and operate. Setup was fine once I looked up some videos on YouTube.,4
3998,"Sensors not working, printing not happening","Not working, waiting for hp service person",1
3999,Cheated by HP,No place is it mentioned that it is a USB printer that isn't compliant with mac machines. FEEL ABSOLUTELY CHEATED.,1
4000,The Facebook platform,In his circles,3
4001,Printing cost tooo cost,It prints only 50 pages for one cartridge worth Rs.850/-. This is only big negative on this product,1
4002,Nice product,"Very nice product, easy to print , every thing is good but the cost of cartridges is very high , if you don't want to buy new cartridges you can refill it",4
4003,Printer maintenance,"Printer not running. Cartridge ink is full Yet it not run, please send service person
Please send customar care no
My mobile no 8200131653",4
4004,Bad,Prints very few pages with one cartridge (only approx 150 to 200 pages with a 750rs cartridge),1
4005,Very good product is less price,Product is very good . Easy to install and use . Very much satisfying . Only thing wireless facilities not available. I forgot to see that one. Otherwise all are fine.,5
4006,Value for money and most helpfull for students and office use,"I like it's compact design, and thanks to Amazon for safe delivary. Amazing price for all in one printer, the customer should buy this item",4
4007,Not good,Useless product,5
4008,Purchased it multiple pieces,"I am really happy with the price, print quality & durability.",5
4009,Good product in this price range,Good printer home use.,5
4010,Good product,Good product,5
4011,"Easy to use, compact",Easy to setup. Easy to use. Good quality. But the cartridge price is high,5
4012,Not satisfied,"User manual of the printer HP desk jet 2131 not enclosed with the product and any warranty card also not included.
The instructions are about model 2130.

Software CD also not there.",1
4013,Good,Good,2
4014,Good,Good,5
4015,"Print cost too high, before buying calculate your needs","Printer OK, but print cost tooo high.",1
4016,Average,"Some times Cartage is not detected when we refill the ink...
After refilling the ink ,printer will work after multiple attempts.",4
4017,value for money,nice printer and scanner if you rarely use for printing like 50 pages a month. i mainly bought for scanning. and that is marvelous.,4
4018,Quality of printing is not so good. After 1 month passed I put the printer in store room,IN THIS PRINTER YOU MAKE ME FOOL. YOU CHEATED ME.,1
4019,Nice,Nice product nd useful product for one person I luv it for product becoz it’s valuable money product,5
4020,Print quality is great but inkjet printer are very expensive in the long ...,"Print quality is great but inkjet printer are very expensive in the long run because their cartridges are very costly. I suggest you to go for laser printers, though they are costly but they are cheap in the long run...",3
4021,"Don't buy, Prints JUNK - I mean test page","Don't buy, Prints JUNK - I mean test page mostly. Already, it has negligible ink. Already printed three FULL pages of test page.

You may be duped by features mentioned and make wrong purchase",1
4022,Waste of money,"Never buy because that's is old model , print less and if ink has been finished u buy again ink 1499Rs. So that is very costly ....and waste of money",1
4023,Super,Best for home usage. Its really working nice. Print quality also good. Very easy to work.,5
4024,Good,Good product,5
4025,Worst printer,"Product does not work , no customer support from Amazon also no support from hp regret in purchasing in Amazon.",1
4026,Ok,But the ink provided runs short immediately,3
4027,Good,Good but ink refill is more than expected,4
4028,Waste of money,Useless and not even satisfy with this product,1
4029,Printing speed Sucks,"Printing speed of BW and colour is very very slow. Against promised speed of 7.5 ppm, it prints 3 ppm in BW.",1
4030,Useage is very easy and simple,"This printer is very compact and portable.Useage is very easy and simple.only had difficult to set the quality option & number of pages manual.I could adjust using system only not photocopy, scanning is still ???. Overall an average printer",4
4031,Give me the original paper,HP Desk 2331 printer in side the box but when I opened it I saw I side manu papers is other printer there's no CD inside,2
4032,Too slow,"It is too slow 😣,,,and ink cartridge 50% after 3 colour printing",3
4033,"Best in this cost range.. Good quality print, but costly ink refil","Best in this cost range.. Good quality print.. But the problem is ink refills cost, which is higher compared to other type of laser jet printers.",4
4034,I want to sale my hp printer 2131 in 6 months after buying this.,Cartridge are so expensive..not recomended to buy any one. People will upsate after frist cartridge is over..so expensive..,1
4035,Marvelous.,Entire feature is so easy to use. Utilizing in house for kids every day's school projects.,4
4036,Ink cartridges almost cost half of the printer's price,"Printed hardly 50 pages per cartridge
New catridges are highly expensive , about 800 rupees, even if prints 100 pages per catridge, this costs 8rs/ page",1
4037,Good for low budget,This printer is good for its low cost and all in one. Before buying first learn how to refill ink cartage and also buy ink with the product.,4
4038,Defected usb cable,I got the product but the usb cable is not working and I got a defected usb cable.,5
4039,High maintenance cost,High maintenance cost,1
4040,THE REVIEW YOU'RE LOOKING FOR!!!,"Start with the packaging. It was just fine, nothing was new there.
The build quality feels sturdy.
The in hand feel of this flash drive is superb.
I bought it for Rs. 970 for 64GB.

Now coming to the performance.
I didn't faced any major heating issues but yeah it heats up. May be the heat coming out of it is a lot for you but for me its just fine.

It reacts differently with different ports as we all know already.
The best speed which I got is on the 3.1 usb type-C port.
The test results are between different ports but with same pd.
2.0 vs 3.0 vs 3.1 vs 3.1 type C.

NOTE = I'm not sharing photos of the pendrive itself because as I can see its easily visible in the other reviews.

Like this review if it helps you, cos it really motivates me to keep doing this work.
Thanks!
EDIT :- 10:3:2021
Thanks everyone for this lovely support. (^^)",5
4041,Better than the Rest.,"1. Latest (Just Launched in the Market).
2. Future Proof (3.1 USB and Type C).
3. Good Company Brand.
4. Fast Speed.
5. Compact and Sleek.
6. Easy to Use and Handle.
7. Reasonable Price (₹692 for 32gb).",5
4042,Good for backup purpose,"Good product
✓Can be your phone's back up pendrive
✓Write speeds are 70mbps not 150 as mentioned
✓very small and compact
✓average build quality
*May not be suitable for people who transfer data in day to day life as speeds are 70mbps
*Also build quality not so good that it could be used every day
And also to be precise it gives 115 GB of storage on the 128gb model",3
4043,Stopped working in 4 months,"Hi,
I purchased this on 19th Jan,2020 and it suddenly stopped working in just 4 month. Now it shows 64mb instead of 64 GB storage. I lost 3.5 gb of my data. Unable to format as it shows the error and not formating. tried using Rescue disk and other software but there also It shows no data and unable to format this.
I am usign Sandisk USB drives from last 10 years but this is first time I got this proble. It shows 5 years warranty but where to claim it or how to claim it not mentioned.
Hope,Amazone custmer care will help after reading this or other wise the money in drain.",1
4044,Don't buy it for Oneplus Phones.,"Hi Everyone,
I would like to tell you all who is going to buy this SanDisk Dual Drive Go pendrive, as I'm purchasing it to transfer my phone date to this pendrive i.e, Oneplus 6.
Which is Type C OTG Compatible.
But when it comes and I used it on my phone it didn't get detect in my phone.
Please don't buy Oneplus Users , If you planning to buy for oneplus phone you better use OTG cable by Oneplus itself.
Better option is buy a normal pendrive which is way cheaper then OTG Pendrive and use it with OnePlus Original OTG Cable.
Thanks",3
4045,"cheap plastic, very bad","Disappointed - Disappointed - Disappointed

Please don't buy this particular model.

Other model - having Type B and Type A ports in SanDisk 3.0 one is very strong
I don't have the option of returning also.

I didn't like this product.

This review is not on technical capability.
But on material and durability.

Amazon/sellar/SanDisk.. please take back this item.. you can replace it with another old model also..

Disappointed - Disappointed - Disappointed",1
4046,VFM type C pendrive,"The read and write speed were good.I personally achieved only 130mb of read speed and 35 mb of write speed.
Got this pendrive 64gb for 820rs very good deal.
The speed could have been better but can't complain much very good for its portability and Normal usage.
I got 58 gb out of 64gb which is weird. hence 3 stars for storage capacity.
The pendrive qas very compact compared to 2017 model of sandisk usb 3.0 pendrives.
And the pendrive doesn't heats up, i transfered 15gb of data no heating issue.",4
4047,Not worth it's not a good product,One of the worst product guys don't waste your money on buying this product it's not a good product genuinely . I brought this pendrive thinking I can easily transfer my memories to this pendrive and free my phone space .. but when I transferred my photos to this pendrive after a day I wanted to see those pics on my TV but it was not able to work in TV 😣. Then later when I used it in Mobile it came but guess what half of my photos were automatically deleted 💔 which was very much important to me. I request Amazon to remove such products . And also request Amazon to kindly refund me the amount so that I can buy some better pendrive . Thanks for your support Amazon . Hop Amazon refunds me back .don't buy this product .,1
4048,Products capacity shown was wrong...,Pendrive capcity shown on features was 64 gb but actual delivered pendrive capacity was only 57.2 gb... How's this possible... Its given information was fake....,1
4049,Total Disappointment,"I bought 2 SanDisk Ultra Dual Drive Go Type C Pendrive for Mobile 64GB, and 128 GB...
From the appearance of the product, It looks like a sturdy device. Don't be carried away by the image, the USB plug in region is a very cheap plastic...weaker than Sandisk Cruiser blade...Very flimsy design. Don't buy Waste of Money.. Regretted to have bought this...Disappointed with Sandisk. A product with a reasonably high price and with good memory storage should be strong enough to use...This is absolute nonsense and waste of money..A big 0 for this product...",1
4050,"Sleek, stylish, but does not show consistent speeds","Like:
1. Comes in varying capacities - 32 - 265 GB
2. Neat, sleek, small, cute design
3. USB C-type end is metal and looks sturdy.
Not so good:
1. Read, write speeds vary.
Read speeds are high - 130 MB/s
Write - for large 4 GB file starts at 60MBPS, falls off to 20 MBPS
For many small files varies between 9 MBPS - 25 MBPS.
2. USB A-Type side is made of plastic and could break.
3. Slightly heats (but not as bad as previous version)",4
4051,Good device for specially mobile file transfers.,"I just received this pdrive today, and use it for once and it's working great for me. Good product and that multi USB and USB-C type ports are just so helpfull to send and receive files from within the device. That new 3.1( or3) USB version is a go too in present as it will work flawless on your hardware.
From my recent use and view it looks solid and i would recommend to everyone who's interested in this product to not at all think twice and go for it. It's one of the best options available right now.",5
4052,Wast of time and money,"Android phone not working
Amazon replacement after limited time not able to done
iOS also not working
Total money waste
Don’t buy this type",1
4053,A size comparison would have been great.,"As Amazon would compare to human size most of the product, if that size comparison was done to this product it would be nice. Because it turned out to be too small to what it is shown, it is just the length of 2 microSD cards, and the build quality is so cheap that after hundred inserts it will start cracking(USB A side).
Supplied app is good to move or copy your files. USB type A side is at 3.1 and USB type C side is a USB 2. You cannot connect to your phone and laptop at the same time, it will give you 30 gb around.",4
4054,"Budget USB and WARENTIED for 5 YEARS ,i got replacement","I bought 128 GB data card with 5 year wRrenty om 22 March 2020,it' malfunctioned i contacted amazon for replacement and proper guidance was given to process warranty ,contacted sandisk .It took long time over phone to process .Now the item returned to authorised agent for replacement.
Now got a new one .Replacement.warrenty service very good
Thanks Amazon
Thanks three times SanDisk",5
4055,Extensive review... must read before buying !!!,"I formatted the drive as NTFS filesystem. Then tested the write and read speed on two files (both around 8 GB). I tested both USB C and A (it's a blue coloured usb).

Write speed using USB C: I got about 36-40 MBps speed for 1.5 minutes then the speed reduced to 26-30 MBps. The total time taken for the whole file transfer was about 4 minutes.

Write speed using USB A: The write speed was consistent around 16-17 MBps for the entire duration.

Read speed using USB C: About 140-142 MBps for the entire duration.

Read speed using USB A: About 145-150 MBps for the entire duration. Yes, this was higher... checked twice.

Storage: Ideally 64 GB pendrive should give you a 59.6 GB usable space but this one gives 57.2 GB. This is the only negative in my opinion, but this is no fault of seller.",5
4056,Good for Quick Backup over OTG,"Bought this for OnePlus 6 (updated to latest Android 10)
Capacity - 256 GB with pre-installed auto backup software (you can remove that to get that additional 1-2 Gb)
Quality - Plastic (not cheap one, but yes, towards USB A end, its prone to damage and breakage and its very thin).
Speeds - I got 100 mbps transfer rate on USB 3.0 port while copying to USB Portable samsung SSD. While copying bunch of small/os files, its slow.. for larger files, its fast only.
Software - I didnt used the Sandisk Memory Zone software, as it showed me backup up, but there were only folders when checked in PC. So, back to File explorer, and it works. Always Copy and paste (not cut), and backup in PC before deleting from Phone.
Purpose - I used Go-Pro and Nikon Snapbridge to copy files from Cam to Mobile (but still backup in this PD to be safer and clear storage in Mobile.
Deal - Got the 256 GB version in Amazon Sale at only 2200, so its a deal.",5
4057,Loved it 👍👌,"After one month use on c type smartphone I really love it, Pros:-
-> It is so easy to switch between c type smartphone and laptop.
-> Really fast connection within seconds.
-> Total free space given 115GB which is more than enough.
-> Value for money is also excellent.
-> Data Transfer speed is very good.
Cons:-
->Although it lacks cap for covering so u have store it in dustproof place.
->Its become superhot in short interval of time when switched to smartphone..
Well these are minor problem for me, Overall its Wonderfull device in this price range.",4
4058,"If data is important to you, you must use it.","I rec'd my Dual SanDisk yesterday and when I tried it on my Samsung Galaxy M31s, I did not feel any response from the phone. I wanted to return it then and there but then consulted some youtube videos referring to my phone model. I found that people are using OTG feature with this phone.

Ultimately, I decided to download and install Memory Zone app. After this installation, the OTG drive was recognised and started functioning the way it should. This app is already supplied with this drive but the phone was refusing to read the contents of this drive hence the problem.

In this regard, I found Redmi phones much more user-friendly than Samsung.

I had opted for 64GB drive which I got. Once it is installed and working, it is very convenient and useful item. If you have important data (photos and videos etc.) in your phone which you cannot afford to lose, it is highly recommended that you copy your data to this dual drive everyday. I have lots of friends who, when their phone is lost or when the phone is dropped accidentally and the data is irrecoverable, they are more sorry for their lost files than for their phone.

Nothing proves cheaper, easier and more sensible to copy your pics, videos and other important data in this OTG dual drive. It is easy and lightening fast.",5
4059,USB and C-Type Pen Drive,"1 week into purchase, easily helps store/transfer the data from your mobile this pen drive on the go. The memory zone software also helps people who are not comfortable otherwise for very easy 1 click transfers and backup.
Product does get a little heated up, don't know if that's normal. Very effective for data transfer for my S9+.
The C-type and USB port helps you transfer data easily between ur mobile device to laptop/PC.",4
4060,"Super speed, superfast delivery..","Got it at ₹.859, fast data transfer. Good packaging and superfast delivery by amazon. Order placed at 8:00am and divered sameday at10:45am. Go for it without second thought.",4
4061,Simply great device to transfer files between cell phone and laptops.,"(NOTE: I have USB 3.0 port on my laptop so can't measure full speed) Simply a great compact device for storage and quick transfers.

1. Doesn't heat much, stays cool for long period of times.
2. Very compact.
3. USB 3.1 gen 1 (However my old laptop had 3.0 port so can't measure full speed) + USB Type C

Default formatting is FAT32 (to support old / long range of devices).
Average file write speed (on 32 GB variant): 22MBPS (on USB 3.0 interface)
Average file read speed (on 32GB variant): 30MBPS (on USB 3.0 interface)
which is not the best but considering it stays cool during transfers, it can be neglected (as it will not going to be wear / soft-broken too early).",5
4062,Admirable Performer but Flimsy Build quality.,The product performs admirably. I had no issues with file transfers and get upto 60-65MB/s sustained copy speeds. The one area where I had to knock points off is the build quality. It's very flimsy and I don't think it can sustain an being bent. So be careful if you plan to carry this as a daily driver.,3
4063,Waste product. Didn't work.waste of money,"Its only use to fill space in wastebin.it didn't work and i missed the return time due to travel time in pandemic.if u insert it it can't show this storage in ur mobile even aftr installing their custom app(sandsik memory zone).Waste of money and waste of time.if there is a option for zero review point,this product will fill that place in all boxes",1
4064,SandDisk - 57 GB Pendrive! FRAUD AT ITS BEST!,"I usually don't do product reviews.
But taking extra effort to do it.
You get 57.2 GB.

As per SanDisk, 1GB =1000MB.
However, it should be 1024MB as per standard.

Even then, there is additional 2.5 GB missing after calculation.

Rebrand the product as 57 or 58 GB Pendrive!

Did not expect such low level of fraud by reputed company.",1
4065,Sandisk ...Always the best,"When it comes to Flash storage devices, look no further than Sandisk. Cute and tiny device that comes with a Sandisk Memory Zone (can be installed from Playstore also) which is good in backing up data from phone and transferring to PC and vice versa.",5
4066,"Don't over think, this is the best you can get for this price, go for it.","Sandisk has delivered what I always wanted. It is compact, it is sleek, it is fast and it simply works.

Transfer speed varies and depends on your device (Don't expect cheap Chinese phones to give you the speed in data transfers) as well as other factors. So far i have no issues.

Size is perfect it is easy to carry and it is sturdy, I am not sure why people are complaining about build. I have been using it regularly - port mechanism simply works and feels like any other drive.

To be honest I did not expect it to be good, but it surprised me. I am very satisfied with the end result.",5
4067,"""Device not supported"" error msg on OnePlus phone","The reason to take this pendrive is to take backup from my phone and transfer it in the Computer.. and it failed ..
When ever I connect this pendrive in my phone it says "" Drive not supported ""

**Edit as of 12th July 20**
I got the replacement in just 18 hours and the product is all working fine now it's detected by the phone as you can see in the screenshots ...
Hopefully I don't face any other issues on this 🤞🏻",4
4068,Worth buying,"Out of 32 GB 28.2 GB is usable,
Getting copy speed of just 40MB/s initially and drop to 20MB/s in pc
Getting copy speed of 180MB/s initially for few seconds and drop to 20 MB/s in mobile
but for a price of 590 rupees...it's surely value for money..i liked the fact it's so tiny and compact",4
4069,Good product for under ₹800.,"1.) I got 57.2 GB out of 64 Gb as per the calculations of this devices I should get 59 GB. (1gb for manufacturers is 1000mb.)
2.) It is very small and the material used is plastic.
3.) Data Transfer Speed in standard usb port is 14.6 Mb/s.
4.) Looks good but feels delicate and wish they had provided a cover for the A port.
5.) I got it for ₹619/- (including my previous cashback. It was available for ₹728. If you get it under ₹760/- then go for it.
It you find this review useful then click the Helpful button as this will help me post more such reviews.",4
4070,Very fast and easy,"The pendrive is very compact.
Storage capacity is 61 gb out of 64 gb.
Pen drive gets heated when data transfer occurs. Try to connect in usb type A. It will not heat too much.
Read write speed is decent.
You will have 140 to 150 MBPS read speed and 40 MBPS write speed.
It is very good pendrive, you can surely buy it.
Use large files when transferring to pendrive else you will get less speed.
Tip: use zip file of folders when transferring folder containing very small files.",5
4071,⚠️ Read Before You Buy ! ⚠️,"It's a good pendrive with a high speed data transfer capabilities...
But when I ordered it , I got a different one which is I don't think was seller's fault....but whatever it would be , my replacement was scheduled without any hassle....But the thing is when my replacement order was received, I found that it wasn't in the actual pakage like any other SanDisk Pendrive... It was just Bubble Wrapped !
I know it was something to notice on but who cares , I checked if it was working or not an I found no issues with that .... So I started using it :-)",4
4072,great otg pen drive,Got this ultra portable USB 3.0 Type C pendrive. The unit is plasticky and the swivel mecahanism looks not so strong. Using it attached to my key chain. Greating for moving items from phone to laptop or vice versa. Go for it.,5
4073,Files get disappeared after I move more than two files onto this pendrive,"Hi,

I'm facing an issue where I moved two of my rar files from my android device directly to the pendrive (thumb drive). But when I tried to move another that is 3rd rar file it was moved but after getting moved it was not shown in the folder of the pendrive where I moved it so I attached the pendrive to my laptop and after that it showed that another new folder is been automatically created onto the pendrive and in that newly automatically created folder called 'FOUND00' the missing 3rd rar file was found in broken condition which said as recovered. So again now I ejected the pendrive from laptop and again inserted it back to android device and then I tried to move the file from pendrive to android device but again it didn't work it just stopped the moving process abruptly in 39-40% of moving process.",1
