,Short,Long,Rating
661,Expected a better product,"Writing this review after 1 day of purchase and all potential use of features. So the watch didn't stood upon my expectations as showed in review videos and unboxing. Some pros and cons are mentioned below...

Pros:
1. Metal Body
2. Strap
3. Tracking (Heartbeat, SpO2, Steps, etc.)

Cons:
1. Very few dials UI
2. Response time
3. Music Control
4. Call end feature only
5. Screen wake time

Conclusion: The smartwatch majorly lags behind in User Interface which is still a fixable thing with updates. I would say that band could have been improvised way more so looking forward for more updates for both watch as well as phone app. Moreover please add good themes and dials to watch.",2
662,Could be way better,Watch screen is very small. Connectivity is not that good,2
663,Moderate,Steps count is not accurate...means total blunder.,2
664,Not good,Average,2
665,Expected a better product,Not foto the mark.diaply not good too dull .Touch most of the times not working.activity track not good.body and design good.rate ok.but overall below avare product .Except more .,2
666,Slightly disappointed,Average seems like use before,2
667,Could be way better,Nice product 👍 I love it,2
668,Could be way better,"Not satisfied. Reading change even if they are repeated, every time results are variable and inaccurate. Returned.",2
669,Expected a better product,Battery backup average,2
670,Moderate,Battery backup average,2
671,Not good,everytime disconnect way,2
672,Moderate,"Display is small & not hd too.
Not expected from boAt.",2
673,Not good,Not connect slow device,2
674,Could be way better,Quality is too cheap and display size is too small.,2
675,Not good,Operating is not quite ok,2
676,Expected a better product,"After use rating.
Display 2.8
Heart rate 3.9
Blood pressure not accurate..3.9
Oxygen level 3.9
Battery 4.9
BT connectivity 4.7
Overall look 3.8 outdated",2
677,Moderate,Below average,2
678,Very poor connectivity with blutooth,Blue tooth not connecting and dropping,2
679,Not good,Time format not able,2
680,Slightly disappointed,Sleep tracking isn't accurate. Doesn't track sleep during the day..,2
681,Expected a better product,Sensors not good at all n it's not water resistant... Wens I flip my hand it doesn't shw turn up,2
682,Moderate,Don't buy this . Not update any screen background. Should try realme or mi .,2
683,Could be way better,"Sensor motion detection is very poor
Screen scretch.",2
684,Could be way better,Sensor not properly working also I am not happy for limited Function.,2
685,Moderate,Not for medical use,2
686,Expected a better product,Screen size too small,2
687,Bad quality,It's not working as expected. Returning time is over otherwise I might return it.,2
688,Bad quality,It's an waste of money it doesn't meet any expectations and it is not recommendable,2
689,Slightly disappointed,Not so good,2
690,Moderate,"Not good wastage of money and time.
Not working properly",2
691,Bad quality,"Not Happy with Health tracking, While I am walking also it will give a alaram to take an activity.. And only 3 watch faces are there.. Health Monitoring is not at all accurate..Anyone wants to buy means please don't go for it.. And buy some branded one.. Don't waste your money and disappointed..",2
692,Not good,Futures are not working properly,2
693,Slightly disappointed,"Poor functions, poorer app and transition is not smooth. Looks cheap",2
694,Expected a better product,Not upto the expectation,2
695,Not good,Product is not bad. But it's packing is worst.,2
696,Expected a better product,"The band / watch is good from a hardware perspective, however the software / proGear app is terrible.
Lacks lots of features. Existing features are also removed such as Camera shutter. Sync to third party (Google Fit) is severely broken. Firstly, when syncing sleep data it will ERASE YOUR OLD SLEEP DATA. It keeps syncing weight data even though its completely unnecessary. Which messes with data that you may manually log. It DOES NOT sync blood pressure data. Heart Rate sync is also not synced properly as there are lots of gaps in the data. It doesn't auto sync with Google Fit. The watch / bands are good, but the software is absolutely horrific. The UI sucks and feels bloatly and clumbersome. Worst software ever. Cloud dial is still not available in Boat Storm v6 firmware.",2
697,Could be way better,Worst product..,2
698,Not good,"Major problem with the connectivity, it getting disconnected many times, BP function is not measuring accurate and sensor respond time is more. So m disappoint with the product.",2
699,Slightly disappointed,"Overall performance is good the only concern is Battery Drainage , Sensor is not accurate so don't trust the result. I gifted this watch to someone special and she liked the look but not performance.",2
700,Could be way better,Not reading the heart rate after updation,2
701,Bad quality,The watch is not working properly within 10 days plz repair it,2
702,Not good,Hardware look and feel good but Major software issues makes it unreliable!! It worked fine just for a day !!,2
703,Expected a better product,Battery backup is very bad.,2
704,Not good,Display is not good as expected.,2
705,Bad quality,No response from company on calls or on mails . Even not a single time even after calling 10-12 times and mail 4-5 times,2
706,Not good,No bluetoothe working,2
707,Moderate,Connectivity issues,2
708,Bad quality,"I am using this product from past 20 days and many time watch gets disconnected from mobile.. I manually sync app with mobile phone atleast twice a day to get the call and text notification... Today I got one update on app, and I am trying to upgrade the device, but it hasn't reached more than 10% and I ended up getting error saying ""upgrade failed""..

Some good points :
1. It monitor your sleep in goid way
2. Have decent battery back up

Need improvement in below :
1. Wake up screen gesture is slow, it takes 2 sec to light up the screen.
2. App and device sync...

About blood pressure and oxygen, I personally not trust this device more.. It shows diff result within 2 simultaneous counts....

Step count result is also not that much great... Sometimes it counts steps while you are traveling on vehicle..",2
709,Not good,"The display size is too small...disappointed !
And very less features are there..not value for money",2
710,Bad quality,Wrongly monitoring blood pressure and spo2.worst one compared with realme,2
711,Moderate,No useful,2
712,Could be way better,"Not up to the mark there are no watch faces only 3 and one where you can add photo thats all features are simple, in notifications it will not show emoji just the text and there is a limitation of text to be shown on the screen if you have long text it show one part and rest are skipped, only outlook mails you can reach gmail mails will not open at all it will be blank completely, if too many notification is received then it will cross its limit and stop further notification it is just a watch to play nothing else any how its price is low.
The good part is battery and sleep tracking which works fine.",2
713,Not good,Not so worth it.,2
714,Not good,"Not worth to buy, application not supported",2
715,Bad quality,Bad product battery backup 1 dyas,2
716,Slightly disappointed,"I can say this product is okok need improvement in many area.
Pro:
1. Battery life is fairly good as per specification for me last for 7.5 days.
2. design is good.
3. comfortable on wrist

Cons:
1. Sensor need lot of improvement.
2. BP measurement having feature calibration if we need to calibrate we have to busy or rent a one more device.
3. Watch memory is very less if you are not syncing data every hours you will lost it. Example: if you are not syncing in morning you will never see sleep data for day.
4. only 4 faces are possible in this watch. 3 given and one you can add by you.
5. Sports data show wrong.
6. you can give feedback and ask for support but you will never get reply from boat.

Over all if you want just a Smart watch for show go for it because of price and look and if you are serious about tracing your daily activity not a good product.
MI smart band show more accurate data than this.


5.",2
717,Moderate,"Waste of money.
Not much accurate calorie count.
Not watch faces.
No any updates for watch faces.

Only looks great , u can purchase it if only want to show off.
Not working properly...!
Totally waste.",2
718,Expected a better product,So many options not there,2
719,Could be way better,connectivity problem..... bluetooth getting paired but doesnt connect,2
720,Slightly disappointed,Battery backup easily drain before 3days and we expecting more future on this smartwatch,2
721,Expected a better product,"Watch is fine , build quality and design is good .
But watch will disconnect from boat pro app.
Unable update the customized fail face and unable to update the firmware OS .
Not satisfied",2
722,Bad quality,Its not look like smart watch .its just like small kids watch display and belt also not good and its come with hard plastic.... Feature are good but not accurate,2
723,Bad quality,Too small,2
724,Not good,Best watch under 3k with all the features like call & msg notification. Trust me guys you won't regret after buying this watch. It is also better than go noise pro 2.,2
725,Bad quality,Don't buy it guys...there is no features,2
726,Expected a better product,It has issues,2
727,Could be way better,Worst quality.,2
728,Slightly disappointed,"The supporting app has some issues, many features are not working or having problem.
Watch often disconnected from the mobile.",2
729,Bad quality,"Watch is okay , built Quality is low.",2
730,Expected a better product,"Not upgrade to higher version
Many problems in watch please give watch after with all bugs fixes
V 4 TO V5",2
731,Could be way better,"I don't know what's wrong with this product. Earlier when I bought it, I found that battery was draining little bit faster and also pedometer was not counting my steps accurately. I thought it might be a faulty device so returned it and purchased again but in this also I found it doesn't count exact number of steps. There is always a difference of + or - 20 steps. Also spo2 is not giving reading near by to the correct reading. Boat should provide update and rectify these mistakes in the watch.",2
732,Slightly disappointed,Disconnected everytime from mobile Bluetooth quality very bad,2
733,Could be way better,Vital reading always wrong and softwear issue watch auto shut down,2
734,Expected a better product,"Music system not work properly(also not showing all music app) , not showing all apps in sns alert.",2
735,Slightly disappointed,User interface not so good,2
736,Bad quality,"Screen size is very small.
Suggestions if u want little big screen the. Go for real me watch",2
737,Slightly disappointed,"Gud product in this price, but not able to upgrade firmware, its shows network error while upgrade firmware every time.. Need to be upgrade firmware, and not able to change custom watch face..how to upgrade firmware in latest version . Plz Some one tell me.",2
738,Expected a better product,Bad quality..not up to the mark...,2
739,Could be way better,Not worth,2
740,Could be way better,This features are not that good. The step count are incorrect not good enough,2
741,Not good,Small display,2
742,Bad quality,Disconnected automatically... don't buy it,2
743,Expected a better product,Display is very poor. Software is also very poor. No cloud faces option in App.,2
744,Could be way better,Bluetooth is not working. Connectivity problem boat can u plz solve this problem soon. And watch is working very slow plz upgrade,2
745,Slightly disappointed,"The app it's horrible, they should have worked on it before launching the watch",2
746,Slightly disappointed,The measurement of blood pressure is not accurate than mercury bp machine. The difference is very far.,2
747,Moderate,Call features isn't there,2
748,Expected a better product,"Connectivity problam..
Worest product",2
749,Expected a better product,Auto disconnect and notification not working Properly.,2
750,Slightly disappointed,Problem Adding while new watch faces & No cloud faces icon Showing on boat pro app .Call alerts are missing Accuracy will be low .,2
751,Not good,Waste of money,2
752,Could be way better,"I'm in medical profession. Im giving this review after cross checking this watch with Bp apparatus, pulse oxymeter for 10days. It's not showing accurate readings. It's useful for steps counting and call alerts..",2
753,Moderate,Problem only is gps not you have to carry both phone and watch and also connected,2
754,Expected a better product,Saturation and Blood Pressure is not at all accurate. I am Highly disappointed,2
755,Bad quality,"Ok ok not so good need some improvement, upgrade problem, low connectivity, dial wallpaper change problem in this price u want smart watch only for show-off then ok buy it.",2
756,Not good,No Features and Waste of Monet,2
757,Could be way better,The profile piture is not uploading and chager is also not working,2
758,Not good,"User friendly smart watch
Quality is okkk",2
759,Bad quality,Shows wrong Blood pressure readings.,2
760,Could be way better,"Activity tracker, BP Monitor and spo2 accuracy is very poor. Activity tracker distance covered has been compared with Honor Band 5 and Google fit app. It is showing nearly 20-25% less reading , and BP Monitor reading accuracy is very poor i.e. while the Omron BP Monitor 7130 is showing 145/95 boat watch is showing 119/81. It is not solving the intended purposes. So I will not recommend it.",2
761,Moderate,Waste of money compared below boat brand,2
762,Slightly disappointed,Counts steps wrongly,2
763,Moderate,"Battery backup not good.Sync is slow.watch faces are limited, although allows you to select one image from phone, but then you wont see the step counts on dial.
I have been using mi band 4 , if i compare mi band 4 and now 5 is also available, mi is a much better option in the same price range",2
764,Not good,After 30 mnt automatically disconnected and face watch scan not work no change wallpaper as pr wish bad item,2
765,Expected a better product,"Useless smart watch.
It's made in china
User interface is very bad
Connecting app is also bad
No options are available in settings.
Totally not worthy watch.
MI band is better than this watch.",2
766,Slightly disappointed,"Useless product... It's like baby toy.
I returned it.",2
767,Could be way better,The profile piture is not uploading and chager is also not working,2
768,Not good,"User friendly smart watch
Quality is okkk",2
769,Bad quality,Shows wrong Blood pressure readings.,2
770,Could be way better,"Activity tracker, BP Monitor and spo2 accuracy is very poor. Activity tracker distance covered has been compared with Honor Band 5 and Google fit app. It is showing nearly 20-25% less reading , and BP Monitor reading accuracy is very poor i.e. while the Omron BP Monitor 7130 is showing 145/95 boat watch is showing 119/81. It is not solving the intended purposes. So I will not recommend it.",2
771,Moderate,Waste of money compared below boat brand,2
772,Slightly disappointed,Counts steps wrongly,2
773,Moderate,"Battery backup not good.Sync is slow.watch faces are limited, although allows you to select one image from phone, but then you wont see the step counts on dial.
I have been using mi band 4 , if i compare mi band 4 and now 5 is also available, mi is a much better option in the same price range",2
774,Not good,After 30 mnt automatically disconnected and face watch scan not work no change wallpaper as pr wish bad item,2
775,Expected a better product,"Useless smart watch.
It's made in china
User interface is very bad
Connecting app is also bad
No options are available in settings.
Totally not worthy watch.
MI band is better than this watch.",2
776,Slightly disappointed,"Useless product... It's like baby toy.
I returned it.",2
777,Could be way better,Health tracking is not accurately,2
778,Moderate,"Don't buy this poor quality watch
Not working properly allways reboot
It's not a good deal",2
779,Could be way better,"This is what I observed for this watch
1. If you want to buy this by seeing features like blood pressure, blood oxigen the just assume it for play, never gives even near to accurate result. Always put you in the green range thought you are not
2. Very less option is there in App, the background change takes lot of time
3. Basic notification features are missing",2
780,Not good,I cannot change the dail face with help of boat progear app. It show only synchronizing for long time and then not synced. Its app has get very bad ratings.its price should be 2000,2
781,Moderate,Don't buy it waste of money,2
782,Not good,Not as per expect,2
783,Slightly disappointed,Watch faces not customied.,2
784,Moderate,Still no update is available.you can't apply your pictures as your wallpaper.the mobile app must be updated,2
785,Not good,"Dont buy worst product, Connectivity Problem Always, refunding issue also while returning back",2
786,Slightly disappointed,Children wach,2
787,Not good,Buggy watch,2
788,Expected a better product,"There is a lot of improvement are required in this watch, watch faces not available, firmware update are not available, app also required improvement, not set the in my watch, I apply 30 to 30 times to customize the wallpaper but still it's show schornozing.",2
789,Bad quality,Don't buy this product 🙄 its just a scam they are selling old manufactured products,2
790,Slightly disappointed,"I can't update the watch faces.......though the app is updated but no watch face gets synced.....it keeps saying ""sync failed""",2
791,Not good,"I had a good hope on Boat products as I use boat headphones and earphone but this thing is a complete waste ,
There are only 3 Dial watch faces and when I try to add a new one from my gallery it doesn't work.
The Boat proGear app takes ages to connect with watch.
Smaller LCD display which doesn't look premium.
Lack of brightness in outdoor conditions.
I tried several times to add a new dial face but still not able to do it.... Very much Disappointed..",2
792,Moderate,Watch built up quality is good but musical control app not working And automatically watch was shutdown..so many issues I this .this is my first smart watch .first one is best one we thoughts but it’s worst one worst experience,2
793,Not recommended,"Very bad Watch. Only PRO is its cheap.

Once sports watch started> we can't exit
Wallpaper does not change
Watch faces not available

Watch not responsive on touch
Cheap Capacitive touch

I will return this product in two days if I find more issues with this",2
794,Slightly disappointed,watch not work properly ..,2
795,Not good,Sensors are not accurate... If u dont care about sensors go for it otherwise go little high range products.,2
796,Moderate,Waste of money,2
797,Not good,"Battery drains early
Os not so good",2
798,Expected a better product,Looks like wearing a kids electronic watch.. not recommended.waste of money,2
799,Slightly disappointed,Not worth,2
800,Moderate,Battery capacity was very poor....,2
801,Expected a better product,All reading are wrong..,2
802,Moderate,Dail update is not working,2
803,Expected a better product,"WAIT !! IF U R BUYING FOR SPO2 ..THEN U WILL SURELY REGRET.

INACCURATE HEALTH CHECKUP MEASUREMENTS.
Wrist WAKE up time is 3 second.. Very annoying if u r a Biker.
Poor UI.
Lookwise & battery Good.",2
804,Bad quality,After 30 min Watch automatically disconnected with the app.,2
805,Slightly disappointed,Not Satisfied with the sensors..,2
806,Bad quality,Product not as expected,2
807,Not good,"Battery drains early
Os not so good",2
808,Expected a better product,Looks like wearing a kids electronic watch.. not recommended.waste of money,2
809,Slightly disappointed,Not worth,2
810,Moderate,Battery capacity was very poor....,2
811,Expected a better product,All reading are wrong..,2
812,Moderate,Dail update is not working,2
813,Expected a better product,"WAIT !! IF U R BUYING FOR SPO2 ..THEN U WILL SURELY REGRET.

INACCURATE HEALTH CHECKUP MEASUREMENTS.
Wrist WAKE up time is 3 second.. Very annoying if u r a Biker.
Poor UI.
Lookwise & battery Good.",2
814,Bad quality,After 30 min Watch automatically disconnected with the app.,2
815,Slightly disappointed,Not Satisfied with the sensors..,2
816,Bad quality,Product not as expected,2
817,Not good,Battery was fully drained 24 hours,2
818,Not good,Readings doesn't look accurate and the app UI is pathetic,2
819,Expected a better product,"Product is good but connectivity problem hasitative. Every 10 to 15 min in pro gear app showing device disconnected.
Automatic connect and disconnect no any operation to fix fort connection.
Boat need to upgrade app and device connectivity
When I leave this topic device is nice in this rate.",2
820,Not good,Product is good but the boat progear app is very very bad its automatically disconnected every 15 minutes and does not connected automatic.....,2
821,Not good,I don't see constant time,2
822,Moderate,Sensors are not good at all as they give incorrect data. Not good,2
823,Slightly disappointed,"display quality is not good
disappointed",2
824,Moderate,"The specification are overhyped .. however the cost is justified for the actual specs it's offering .. after using it for 2 weeks , I can list down my following observations
Pros
Design and build is good
Flash sale cost is ok but listed price is too high
Battery life is good .. better than specified


Cons
the screen size is very small compared to the overall watch dial face ..
only 4 watch faces are available which is huge disappointment..
Spo2 readings are ok but BP monitoring is completely useless and can't be relied upon ...
Wake up response in unsatisfactory..
Many app based software features as mentioned in the specs areyetto be added",2
825,Slightly disappointed,Not as per mark,2
826,Expected a better product,Average Product....,2
827,Bad quality,Cloud watch face are also same no change in cloud face since i bought the watch. No software update is coming from few months.,2
828,Not good,Nice watch 🔥🔥🔥,2
829,Expected a better product,"No updates, only 4 watch faces.
Bought it in.the flipkart launch.
Still no updates or new watch faces.
Really disappointed.",2
830,Not good,"Average, not bad",2
831,Slightly disappointed,Connectivity Problem,2
832,Slightly disappointed,Measurements are not accurate,2
833,Moderate,"Not as expected.
It take a lot of time for connecting and don't reconnect automatically.",2
834,Slightly disappointed,"Didn't meet my expectations
Poor quality",2
835,Expected a better product,Looking nice... It's use only time purpose not.. Others.... All measurements are indicate wrong...its just nrml watch.. Don't over think this smartwatch,2
836,Not good,"GOOD TOY FOR KIDS
ZERO AQURACY

BP Monitor and Oximeter readings are only for play purpose, Readings are not Dependable. BP monitor aquracy is zero.",2
837,Very Bad product,"When I order this product, not working ,as printer not detecting cartiage, while scanner also not working, waiting for product replacement from flipcart..",2
838,received printer without cartridges,"i ordered Canon PIXMA MG2470 All-in-One Inkjet Printer on this diwali when i received on 29 oct i disappointed by this product, how flip-kart can cheated us i received printer without cartridges.
i want my money back please",2
839,Decent Product,"Pros:
1. Decent Product for home use (only for printing and copying). Printing speed is average. Easy to troubleshoot

Cons:
1. Configuring scanner is a big head-ache. The driver given along with the product wont be compatible or have some issues with Win7(I tried with 2 laptops and a desktop). Communicated with Canon support to sort it out. But again stopped working in a months time
2. Makes lot of noise while printing.

Verdict:
You can use this product only for printing and copying. If you are specific about scanning, dont buy this product. The Scanner driver is a big crap

About Flipkart delivery:
Flipkart delivered me MG2400 instead of 2470. By look both will be same. but 2400 is cheper than 2470. So guys, note down the model no when you get the product
I later called flipkart and raised a request for return. Again they took a weeks time to deliver
Not expected this from flipkart...",2
840,Funny cartridge is costly than printer :),"This printer is good also it can be used to copy but this is not good for scanning.
scanning option is seen anywhere. printing and coping is clear and good. good for homely use.",2
841,Better not to buy.,"You'd better not to buy this. Yes, printer cost is comparatively low and print quality is also excellent. But what about the printing cost? Highly expensive. Ink cartridges (XL) cost is more than that of the printer itself. No other similar cartridges available in the market so that you have an option which one to buy.
Better not to buy it, event if it is a cheap and good quality. We have to keep in mind- A printer is not a show-piece; it has to print day to day.",2
842,Not good,"Product quality is good. But the Ink cartridge is small with the printer in two numbers (ie. Colour & black) Refill cartridge cost above Rs.800/-. Flipkart delivery boy insisted the ""home"" delivery in our area, we given the delivery address clearly at the time of booking with Pincode. After few argument, finally they delivered ""on the road"" nearer to the address given. I am not happy with the delivery, that is why 2 star rating given.",2
843,Could be way better,"it's not good Or not bad,,.. It's work too much slower..
but not bad...
it's ink Is not working longer ... I'm not happy with this INK problem... Thanks to Flifkart....",2
844,Slightly disappointed,Best t Best Buy on Flipkart nice to print absolutely fine,2
845,Too costly in terms of refilling,"Hi, this is Javed Who Purchased & Used this product since last 5 months, it is very good in pricing but it is very very bad in terms of maintaining, i mean it's ink, TOO COSTLY.",2
846,Cartridge is costier than printer ....,Cartridge is costier than printer...only 30 prints from the cartridge....Don't buy it...Spend more money in other products,2
847,Very Bad product,"When I order this product, not working ,as printer not detecting cartiage, while scanner also not working, waiting for product replacement from flipcart..",2
848,received printer without cartridges,"i ordered Canon PIXMA MG2470 All-in-One Inkjet Printer on this diwali when i received on 29 oct i disappointed by this product, how flip-kart can cheated us i received printer without cartridges.
i want my money back please",2
849,Decent Product,"Pros:
1. Decent Product for home use (only for printing and copying). Printing speed is average. Easy to troubleshoot

Cons:
1. Configuring scanner is a big head-ache. The driver given along with the product wont be compatible or have some issues with Win7(I tried with 2 laptops and a desktop). Communicated with Canon support to sort it out. But again stopped working in a months time
2. Makes lot of noise while printing.

Verdict:
You can use this product only for printing and copying. If you are specific about scanning, dont buy this product. The Scanner driver is a big crap

About Flipkart delivery:
Flipkart delivered me MG2400 instead of 2470. By look both will be same. but 2400 is cheper than 2470. So guys, note down the model no when you get the product
I later called flipkart and raised a request for return. Again they took a weeks time to deliver
Not expected this from flipkart...",2
850,Funny cartridge is costly than printer :),"This printer is good also it can be used to copy but this is not good for scanning.
scanning option is seen anywhere. printing and coping is clear and good. good for homely use.",2
851,Better not to buy.,"You'd better not to buy this. Yes, printer cost is comparatively low and print quality is also excellent. But what about the printing cost? Highly expensive. Ink cartridges (XL) cost is more than that of the printer itself. No other similar cartridges available in the market so that you have an option which one to buy.
Better not to buy it, event if it is a cheap and good quality. We have to keep in mind- A printer is not a show-piece; it has to print day to day.",2
852,Not good,"Product quality is good. But the Ink cartridge is small with the printer in two numbers (ie. Colour & black) Refill cartridge cost above Rs.800/-. Flipkart delivery boy insisted the ""home"" delivery in our area, we given the delivery address clearly at the time of booking with Pincode. After few argument, finally they delivered ""on the road"" nearer to the address given. I am not happy with the delivery, that is why 2 star rating given.",2
853,Could be way better,"it's not good Or not bad,,.. It's work too much slower..
but not bad...
it's ink Is not working longer ... I'm not happy with this INK problem... Thanks to Flifkart....",2
854,Slightly disappointed,Best t Best Buy on Flipkart nice to print absolutely fine,2
855,Too costly in terms of refilling,"Hi, this is Javed Who Purchased & Used this product since last 5 months, it is very good in pricing but it is very very bad in terms of maintaining, i mean it's ink, TOO COSTLY.",2
856,Cartridge is costier than printer ....,Cartridge is costier than printer...only 30 prints from the cartridge....Don't buy it...Spend more money in other products,2
857,:v,wow after 8 months usage i sold this coz iNk prices 60% of the amount of printer !! Keep calm store money go with laser jet or something else which cartridge supports refilling QQ,2
858,Could be way better,"The Black color cartridge can print only around 50-60 papers
after that we need to buy a new one which cost around 800.

The print quality is good the cost of refilling is too high",2
859,Slightly disappointed,good working,2
860,Slightly disappointed,Picture Quality Is not good 👎 👎 👎,2
861,Overpriced,Not so good. need to repair it every 3 months,2
862,Product is kind of OK.,"Pros: The printing quantity is good,excellent for home use
Cons: The ink vanishes quickly, we can't use the same ink cartridges which has a chip records print count.",2
863,Could be way better,100 below pages printing iam un happy,2
864,good product in such price(2k),"I bought it for about 2000 and must say its worth buying. The printing quality is awesome . I use it for my office purpose ,so far no issus a all.........thx flipcart(u took much time than expected to deliver :D)",2
865,Could be way better,In this Cartridge we can print only 16-18 pages of black and white printout..too costly go for higher budgets printer don't buy,2
866,Could be way better,"Ink has drained very soon, and it's too costly as well to purchase. Printer quality is ok, but ink cost is the issue. Should be available at some low price. Disappointed with ink cost.",2
867,Not good,Consumption of ink is too high .only 43 pages printed with black ink.,2
868,Could be way better,"Guys, buy this only if your usage is once in a while. cartridges are very tiny and they are very expensive. You have to buy cartridges quite often.

Am really disappointed with my purchase",2
869,Not good,Printer cost is less but later printer mentioning is very petetic. It's replace empty ink cartridges both colour and and black is more than printer cost . So please think before buy inkjet printers. It's useless.,2
870,Expected a better product,bad product,2
871,Not good,"very bad exirence with delivery, packing and handiver.. had to struggle alot.. apart product it quite ok in this price..",2
872,Expected a better product,Refill very expensive.,2
873,Bad quality,10 rupee per paper A4 SIZE,2
874,Overpriced,Good printing but cartridge is not maintaining briter ink capability,2
875,Could be way better,Not a good product,2
876,Could be way better,Average the ink cartridges was 20 pages only print then empty,2
877,Expected a better product,Ink leakage problem,2
878,Bad quality,Black ink cartridge is empty in 4 print ( less words pages),2
879,Expected a better product,Printer is good but ink cartridge is so expensive,2
880,Could be way better,Cartridges are very poor,2
881,Slightly disappointed,Folti pis is diliwar,2
882,Bad quality,"Bad product
Don't work perfect",2
883,Expected a better product,Osam,2
884,Expected a better product,Don't buy it...... It can't return and not working,2
885,Not good,ink got over within 1 month after printing 20 papers,2
886,Not good,Good product good quality,2
887,Slightly disappointed,Ink cartridge is so costly.. But printer is good,2
888,Not good,Ok,2
889,Moderate,It's Really not good Company say it's Cartilage print upto 100 Pages in Both Black & colour But only I print 4 to 5 pages and ink is finish that Ink Light is glowing You disappointed me Dear Flipkart,2
890,Not good,Maintain to delivery time,2
891,Expected a better product,Kowaliti is not good,2
892,Moderate,This item product very very e bad my money is not working this product waste this,2
893,Not good,don't buy it. totally waste product. ink cartridge price is high than other cartridges. ink cartridge price should be low. ink cartridge price is high but cartridge is very small product. ink cartdridge should be made by transparent glass for customer to see ink level in ink cartridge. ink cartridge gives only 20 pages . ink cartridges should be developed and ensured that ink is not to dry any way,2
894,Not good,"Ink capacity max 10 copies only

Wastage of money",2
895,Could be way better,Worest product ... not satisfied,2
896,Expected a better product,Not buying anyone,2
897,Slightly disappointed,Very bad printer,2
898,Slightly disappointed,Not working,2
899,Moderate,Damage pise,2
900,Slightly disappointed,Printer is not working,2
901,Slightly disappointed,60-70 page in print & ink is Insufficient,2
902,Moderate,"Printer is okay, but maintenance is very costly. Every time we change the cartridge it asks for Printer Head Alignment which consumes lots of ink. The black cartridge hardly prints 20 pages.",2
903,Moderate,That's not good,2
904,Expected a better product,Medium amount pay of money,2
905,Not good,Wastage of money. Cartridge is costly & prints much lesser no. of Pages per filling,2
906,Moderate,Very Expensive at least 40 copies from 1 cartridge 1cartrige price will 680 RS - printing quality so good cheap product,2
907,Slightly disappointed,Very bad quality of printing,2
908,Expected a better product,Bad quilty,2
909,Expected a better product,"Waste product, don't buy this printer",2
910,Bad quality,Prin quality kamjor hai,2
911,Moderate,Waste,2
912,Could be way better,Very bad product,2
913,"BAKWAS, HP is best","just prints....but print quality is not at all near to that of hp Deskjet 1000. very very slow & that too with huge noise. while paper pickup , makes noise like that of a hammer & it feels like the printer is going to break now.
I never used cannon, & I feel I was good with hp. Will switch back to it",2
914,Bad quality,waste of money,2
915,Expected a better product,printer ok but ink too cast so dont buy this one,2
916,Could be way better,Make Too Much Sound while printing the Documents.,2
917,Slightly disappointed,Very bad quality of printing,2
918,Expected a better product,Bad quilty,2
919,Expected a better product,"Waste product, don't buy this printer",2
920,Bad quality,Prin quality kamjor hai,2
921,Moderate,Waste,2
922,Could be way better,Very bad product,2
923,"BAKWAS, HP is best","just prints....but print quality is not at all near to that of hp Deskjet 1000. very very slow & that too with huge noise. while paper pickup , makes noise like that of a hammer & it feels like the printer is going to break now.
I never used cannon, & I feel I was good with hp. Will switch back to it",2
924,Bad quality,waste of money,2
925,Expected a better product,printer ok but ink too cast so dont buy this one,2
926,Could be way better,Make Too Much Sound while printing the Documents.,2
927,Bad quality,Waste of money. The ink cost is very high,2
928,Slightly disappointed,Don't buy this printer all time cartridge refill,2
929,Not good,It's my big mistake to bought the printer.After finishing the ink(cartridge) no one able to refill it. And the New cartridges are so expensive.then what to do please suggest,2
930,Bad quality,Bad condition,2
931,Slightly disappointed,Not satisfied with item,2
932,Not good,Very poor product 3 photo copy nikli hai Bhai khalab ho gaya,2
933,Expected a better product,Weast product... flipkart bhaga thirchindhi,2
934,Bad quality,Not a good printer 🙂,2
935,Moderate,"Makes too much noise for everything, print scan copt",2
936,Moderate,Ink,2
937,Moderate,NOT bAD,2
938,Expected a better product,"Catridge are costly, and after taken 100 pages of print its asking for refill the catridge. High maitainance or else product is good",2
939,Not good,Product is not work properly.,2
940,Not good,"Very slow printer
Cartridge very costly Prints max 60 pages
Refill through injection possible but print quality bad
Overall go for laser if print more than 100 pages a month",2
941,Slightly disappointed,"Poor quality printer
low quality print
plastic body not better
Totaly lost of your money",2
942,Expected a better product,Waste of money,2
943,Bad quality,Waste low quality very very bad iam use only 2 days very bad product,2
944,Slightly disappointed,"Printer works fine, but i would recommned not to buy this as the cartridges are very expensive.",2
945,Bad quality,"Don't buy it. The reason is printer cartige is very costly.
One cartige you will printer 20 or 25 pages only and the cost of Black Cartage is 775/-.",2
946,Expected a better product,Print quality is good. But when cartridge lasted only for 20 -25 prints and colour 4-6 prints. Cartridge got finished.,2
947,Slightly disappointed,Very bad,2
948,Expected a better product,"This product we buy before 1 month only.
lost 10 days from not working.
Only 20 days good working.
No good product.
Don't buy this product, don't west your money.",2
949,Slightly disappointed,Cost of printing is way too much,2
950,Moderate,Not satisfied,2
951,Bad quality,Very worst printer not working software complaint,2
952,Could be way better,Facing issue while installing and connecting device with PC / Laptop / Smart Phone.,2
953,Bad quality,Ink cartridge very poor,2
954,Moderate,This product is not success,2
955,Slightly disappointed,Money waste,2
