,Short,Long,Rating
1455,Good one,"Ta first I was scared to buy and try a new product but after using it I m very much satisfied with it
Sound quality is amazing
I thought they might fell off my ears but thy don't :P
Liked it🤗

One star is less coz you should provide charging cable with it which is not there in the box",4
10378,Waste of money!,Very slow....hang problems.... processor is not good in my view,1
4846,Decent choice,It's Okey... Quality ia little moderate. But overall performance is good,5
5148,Branded products are good,"A good product, write speed is doubtful as my camera still uses the native hard drive to save although I have installed as internal and the settings storage show the combined total as internal...",5
7549,Best camera for learning,"This is my first camera, very handy. Overall body quality is awesome. If you want good quality photos go for 50mm lens as well.",5
16856,Good quality product,Product is good,4
17982,Good,Jars are very small as expected,3
8993,My review after an year,"There is a backlight bleed on left top corner. Even worser, I have to sit slightly on the left to avoid the IPS glow effect. This isn't a problem in bright sxrnes. But if you play dark scenes, the monitor is at it's weakest.",5
364,Value for money,Best for gaming purpose. I used it for playing pubg. I can clearly hear enemy's footsteps from 50-70 meters away. But at starting the headphones feel tight and your ears start to pain after 1 hour using them. But eventually they become lose and you don't feel the pain.,5
15593,Good,it's an average ... but audio jack is not good.... it's not compatible for all phones......,3
7361,"image stabilizer , auto focus, portrait mode work very smoothly","Delivery speed was just AWESOME!!!
No need to mention quality of Canon DSLR'S. They are always great.
Thank You, AMAZON.",5
4712,Worst quality....worst performace....,Worst quality...worst product.....copying at a speed of 100kb/s ....this is the worst product I have ever seen....worst plastic product......,1
13302,Expected a better product,Left earbud's bass is gone within 2 months. Sound is reduced as well of that earbud. I'm regretting this purchase.,2
14585,Does the job,Average,3
13241,Could be way better,right earpiece stop working within 1 month,2
1703,Don't buy .look for an alternative in this price point.,"Cons: After 7 days of usage left earbud stopped working and not getting charged ,led light not blinking any more ,same problem faced by many users.I think look for an alternative in this price point. Pros: Design is nice and battery backup is also good , but sound quality is good but not loud and distortion at higher volumes.",1
2668,PEOPLE ARE LYING,"Why are people saying they sell fake products, I received the genuine product . The purple lilac colour I love it. But only thing I was upset is I ordered in 16 October and I got it on 28 October.the battery life is sooooooo good,I didn’t expected this from a 3000mah battery. And about the heating issue,yeah when I was setting up the phone it was heating up a bit and ... now after one day of use there is no problem, it does heats hip a bit when I play heave game like PUBG and mobile legends for hours. But there is no problem. And the camera quality, gorl please don’t talk to me,it’s sooo good,the night mode , man, look at the photos I clicked, I don’t even need to edit it.I LOVE THE IPHONE.",5
17283,Decent product,Average,3
5176,Satisfactory,Satisfied with purchase and it works as says in description. I know price is quite high but after my alot research on cards for my action cam found this one in budget and perfect for 4k recording.,5
12032,Absolute rubbish!,"Stop working after two week, don't buy this",1
4518,Not getting connect with Samsung M30s,Pendrive is not getting connect with samaung M30s. Need your technical team intervention to sort out the issue.Otherwise provide the return option instead of replace,1
10844,Worthless,"Camera quality is very poor and speaker voice so bad.
Phone is not good.",1
18312,Slightly disappointed,Connectivity problem,2
8478,EXCELLENT,"I am reviewing it after 2 month's i guess...and this moniter is working just great no issues afterall..
If you are looking for a 22inch moniter that has a bezzelless design and comes with full hd resolution i.e 1920×1080 you should go for it...and it also comes with amd freesync as well🔥💯",5
4967,Nothink,Fine,5
16070,Really Nice,Nice working,4
8152,Works like charm on my LinuxMint Ubuntu OS,"Monitor stand poorly designed with forward tilt, little jerk and monitor fell flat on the front panel, screen damaged is damaged and gone forever..thin bezel is not good for strength of the panel..I only buy Dell monitors which are robust, went for this seeing the review.
Even display quality is not that great, too bright. May be good for games but not for regular viewing.",5
7858,Installment,"1500 d is exlent camara
Nice photo
Images very high
Future is very powerful
Price is very low
Super camara
Exlent item",5
770,only for high bass lovers.,"material quality and durability Is best in market but I didn't like the sound quality, as the sound reproduction is not natural. If are a in love with minute details of sound quality definitely it's not for you better go for sony. This is best for college guys for rap and kinda music. High bass at this price is a great advantage for them.",3
4222,Dead within a month !!,"DO NOT BUY. WASTED RS 2700 ON THIS.
The pen drive overheated and died within a month.
Suddenly stopped working.
Does not even get recognised anymore.
Lost 200GB data.",1
18483,Moderate,No call option in this product,2
18753,Moderate,Problem only is gps not you have to carry both phone and watch and also connected,2
7051,"A good choice for Beginners , Go for it!",I have to take these mixer to repair shop every alternate month,5
14176,Could be way better,material bad,2
7478,Best Camera,Picture quality is very Beautiful no word,4
17263,Does the job,The black surface under the jar is loose it is moving not comfortable for grinding,3
4840,Good one,Fantastic,5
11709,Did not meet expectations,got damaged in 20 days..,1
3279,Dont buy,"Dont buy, Basically i dont write review but took sometime to do it becoz catridge prints only 100 paper and cost of catridge is too high, u can travel 15 km to take printout in that cost",1
5187,im hppy,"i bought this for gopro 8, many of them told v3 wont make gopro heat but its heating., but thanks for the product, we expect more price down.",5
18815,Slightly disappointed,Not Satisfied with the sensors..,2
6128,Defective product,"Update after 1year of use-
Overall quality is pathetic.
I used 20-22 times this mixer in 1 year. But its chutni Jar (smallest jar) is choked in 2-3 use only. Got it repaired from local shop but again choked in 1 use.
Now its useless.
Juice jar's inbuilt filter is just for show. It does not work well, if you want to takeout full glass of fruiy juice, half of that will be pulp & grinded seeds for sure.

Not able to contact customer care since I purchased it. I doubt if they really exist. 😀

DO Not Buy this. Prestige is TTK group & I think as they are earning much from other business so do not care about this Brand's Reputation and so selling ANYTHING!!!

Only positive side is its 750w powerful motor. (which I now doubt to stay long 😉)

Plastic material feel & finishing is very cheap.
Steel jars are very thin & light weight.

DO NOT WASTE MONEY ON THIS.",1
20169,Good,"This product is good but build quality is average
Specifications good but call notification problem",3
20024,Fair,Nice,3
16158,Worth the money,Good sound but bass is average,4
3033,Hp DeskJet 2331 printer - Not working,"I won't recommend this. Hardly it worked, it's not at all taking papers for print. Waste of money.",1
7411,Beginners go for it,Outstanding DSLR camera for beginners I bought it for my sister under₹19000 and she's loving it.,4
4209,Looks good and works good.,"Sleek, snappy and really compact. This drive is the one you must have while on the go. Reversible USB C to USB A connectors offer seamless data transfer capabilities across compatible phones. I use it for my daily media and data transfer needs.",5
21004,Value-for-money,Nice😍,4
19324,Bad quality,Slow charging,2
9036,Zebronic is good product,Useful monitor,5
331,Read it fully choose your choice,Very useful.. I'm Bass lover.. Aim for high bass.. But this product gives that bass what I expected.. It is so cool. . The quality is so good..one thing don't pull the wire. If u pull the wire.. U loss your hearing. Bcuz the copper wire is cut quickly.. So use it carefully.. Some reviews tells it..if u use more 1 week u have ear pain.. It is a lie answer. . When u inject in phone and increase the volume .. U see the limit of hearing if u cross the limit u ear must damage. . I didn't cross the limit and use the headphones up to 16 hrs but there is no pain . Only one thing u feel. . Your ear pressed towards face. . If u use Contiuesly u can't feel about that..,5
4995,Type C OTG/Pendrive/Dual Port,It is handy and portable. Price should be more economical for everyone to get more storage in less price.,5
14171,Could be way better,Average,2
1189,not satisfactory,"earpods looks good but doesnt fit the ears well and they fall off easily,
sound quality is decent,
connectivity is ok when its fully charged,
these can be mostly used for 1 to 1.5 hrs mostly battery life not so good, when battery is below 50% it has connectivity issues it doesnt respond well to the device ur connected to, not so comfortable to use, it takes long time to charge the pods case completely,",3
13204,Could be way better,One of them stops working after two months,2
4774,Ok,Good,3
14297,Not good,Its o but not that much satisfied,2
12799,Moderate,not good,2
10623,Hated it!,Not good products,1
18981,Not good,Not working properly,2
18602,Expected a better product,Activity tracker is very bad,2
2999,"The product has scratchs, the product is not a box piece",I am not happy with the product received,1
10114,Waste of money!,Bad quality,1
22299,Value-for-money,Good product,4
9754,Worst base quality,Value for money.,2
8360,Worth Buying,"Excellent purchase on this segment.

Pros:
22"" screen more than sufficient.
Split screen working flawless with ""LG Onscreen Control"" software.
Tilt, yes possible to the extent, that benefits your need.
No lag.

Cons:
No Height adjustment
No Inbuilt speaker (Not needed though)

Good choice if you are looking for a moderate office usage.",5
15820,Does the job,Not good,3
5004,An compact External storage with Great speed,"Its an extraordinary product...
Amzing speed....
Its a another full filled purchase from Amazon..",5
4076,"Awesome purchase , Great Product must buy , very useful in High speed data transfer","This product is awesome ,
build quality is good ,
unique design,
USB Version 3.0 with Type C slot,
Speed is Awesome, normal usb speed , writing 15mbps, reading 35mbps,
3.0 usb speed , writing 35mbps, reading 95mbps (tested)
Want really high speed data transfer , then this is Great Product In valuable price range, must buy...",5
5073,Cheap and fast....VFM Storage,"Great VFM option for fast storage.
Have t=3 of these for use in my Sony FDR-X3000R (action cam), SONY A7M3K (full frame cam) and DJI Mavic Air (Drone).
All of these devices are cable of doing 4k 100mbps and the card is good enough for that.
Have not faced any data corruption till now.
Write speed is fast enough even when using the card with the adapter in the A7M3. Have not faced any issue wherein the buffer wasnt able to write to the card or the cam stopped shooting as the card was not fast enough to clear the buffer.
In comparison the SanDisk Extreme Pro SD card costs 1.3k more than this and offers only 10MB/s more of read speed. Hence getting the MicroSD for the cam was a no brainer.\
If you are looking for cheap and fast storage, get this eyes closed.",5
7502,"Osam picture quality, Good for beginners.","- Smooth transition for someone switching from Compact cams.
- Easy to handle functions.
- Reasonable zoom with basic lens.
Will require significant post processing to photos for professional looking photos.",5
21279,Nice product,Value for money Device.Not the best but best at this price range when compared to others.Surely go and try for this one .Not accurate results for measurement but gives a decent amount of measurement.,4
16207,Value-for-money,"Good , can go for it with price of it.",4
9288,Remote not given with Box.......so shameful amazon,"I like the item i am using it from last 6 months ,no problem occurred still best sound quality . If u wanna to purchase home theater then I will recommend this one thanks for this amazing product Amazon",5
13949,Not good,Doesnot make onion paste properly,2
4961,Good one,Good product,5
9264,Awesome!,Nice product,5
6527,Not happy with product,"Not finished good .. plastic waste is not finished well and good ..
Motor is powerful, good performance but noise is too high

First impression AVERAGE

Other companies like butterfly providing with better finishing, better to choose other than this product",2
14822,Decent product,High expected,3
1458,Bad Voice Calls experience,"During the call connectivity drops, neither I am able to hear nor the person on other side. Recurring issue happens everytime. And after call it doesn't comnects to music. Have to switch off and on to reconnect.

Disappointed with the product. Have Ordered replacement, let's see how that one turns out.",2
5495,Worth ! ❤,"Your browser does not support HTML5 video.
 Best speed ever seen... ! Must Buy",5
20487,Fair,The watch quality is good. But still the watch bluetooth is not good because whenever I closes the progear app the bluetooth connectivity failed to connect the watch. This is only drawback I have faced in the watch,3
13210,Could be way better,"Don't buy, after 1 month head sets are not working at all",2
16220,Pretty good,Nice product,4
5205,I reviewed this product after using it for months.,"Value for money good product, i am using it on my dji osmo action camera and its working perfectly , also file transfer rate is amazing... Go for it",5
7544,Damaged product,Good.I got it for 18990/-,1
11590,Don't waste your money,No bass at all. It's like a normal 100rs headset.,1
4544,Heats up,This pendrive heats up when using it as otg connected to the phone.,4
7247,Good product,Cannot attach flashgun,5
88,Opened and tempered,I received a product which without doubt was opened before delivery. The seal was broken and the flaps were not put back by whoever did it. The pictures show exactly how I received the product. Either I have been tricked with a second hand product or the delivery guy opened it. Either way for the amount I paid for the item the least amazon can do is to make sure the products are new and not tampered with.,1
7680,Good,"Go for it if you are looking for beginner level camera. Also, if you are just starting with photography go for it.",4
18038,Slightly disappointed,Wast pordat,2
20303,Just okay,Supper,3
7307,Do buy it. Awesome.,It's my DREAM CAMERA. I love it. I feel fantasy with it. I like it very very. It's my precious purchase. No word for this product. I feel high level thrill really I can not explain for it's quality.thanks.,5
13017,Expected a better product,Not happy with the earphones..was not impassive.,2
6637,Worst Product,"Poor quality Jars and blades.
Poor design of jars, screw head popping out inside the jar.
Blades are not sharp.
My old local mixer grinder an unknown company has a good design knowledge.
Feeling cheated by brand name.",1
8633,Great display monitor,Gaming experiance is excellent. Good with gtx 1050 ti. Best budget monitor. 22 inch screen with excellent color and brightness.,5
13464,Moderate,3 jar is damage,2
22035,Delightful,Very nice,4
3518,waste,This product is very very worst. It took 5 to 8 mins for 1 black and white printout also it too more tha 15 mins for color print. Pls don't by this and don't waste your money... invest on premium printer..,2
6014,All in One,"I bought this for use in a GoPro 9. Today I got an SD card error message and all data has been lost. That’s all photos and videos from the last two weekends gone, just like that!

I bought SanDisk as I thought it would be more reliable than some nondescript crap from eBay but I’ve ended up in the same place.

Even after admitting that the data has gone, formatting the card still leaves it unreadable by my GoPro and my laptop reaffirming suspicions that the card is faulty.

One very disappointed customer, what a waste of money!",5
8631,too good performance for Cc Photoshop purpose,I returned the product and now using samsung curved display with 1:3000 contrant ratio nd awesome picture..,5
7404,I want only didn't open seal the peace,"Loved this product.
Although it is a bit on the cheaper side , but still manages to capture some wonderful shots. Here are some samples with my 55-250 mmr lens.",2
6852,Broken in the first use,"Within 2 uses, the top plastic blade of mixer grinder got burnt... contacted customer care also.. they also dint properly reply.. i strongly suggest to not to go for this product.",1
9173,Super subwoofer 🔊 sounds bass,"Awsome product using from almost 6-7 years ,no issue at all👍",5
20862,Worth the money,Nice watch,4
6337,Bad product 👎,I bought the product because of the brand name. It was a trusted brand name which is provided quality product since ages. I had a really bad experience not once but twice. Both with the quality of this product. I don't think Amazon should allow this particular product to be bought by their valuable customers. I don't trust Amazon anymore.,1
5986,DO NOT BUY!!!,Brought this to using a dash camThe dash cam says he can take 128 go card sometimes it would work sometimes it wouldn’t when putting in the card that came with the camera the camera then works every time so there must be a problem with the card I’ve ordered a new card now to see if it’s the card or the camera that at the moment looking like there is a fault with the card,1
9395,"Everything is okay, but not bass sound","Good sound
Good bass
Good quality
I like it thank you amazon & zebronics",5
22044,Good quality product,Good prodect,4
1262,Best Budget TWS,"After searching through a plethora of options when it comes to TWS, I finally decided to go for the trusted Redmi brand.

Inside the box, we have the earbuds itself and the charging case which has a matte black finish and a micro USB charging point. You can charge your earbuds almost three times from 0 to 100 using the case.

Coming to the earbuds, they fit very well and are decent in the sound department considering the price. Bass is not too heavy. Playback time is about 3 hours on full volume and you have playback and calling controls. The mic is pretty good too.

All in all, I'd definitely recommend this for the price and if you're not a gamer, you can choose this over the Redmi earbuds S.",5
13445,Bad quality,03 Jars low Quality and small sizes,2
19974,Does the job,Activity tracking is just worst and there's lack of basic functions. other measures like bp and oxygen aren't accurate or near to accurate at all,3
5841,good product,as shown on website,5
5080,Misleading title and ads,"Bought it solely for its advertised Read/Write speed.

Its a total fraud.

They mention 160MBps R/90 MBps W on ""compatible hardware"".

They get away with this gross misrepresentation of R/W speed behind this ""compatible hardware"" bs.

What i know is that even on top end hardware (my galaxy S21 ultra) this card at best gives 80 MBps read and no more than 65 MBps write.

Go for sd cards of other brands i didn't expect western digital to do this.
I don't even think this is uhs 3 or A2 certified.",1
20479,Good,Overall good 🤩,3
9913,Good,Over all OK but wire very short,4
18741,Not good,Small display,2
11543,Utterly Disappointed,"Worst earphones, did worked really good for 1 month , and then caused internal damage , they also provide a warranty card in which u can't register your request",1
4543,speed is around 30-35 Mbps my previous pen drive USB 3.0 is work is similarly,speed is around 30-35 Mbps my previous pen drive USB 3.0 is work is similarly not much huge difference between them overall it's ok,4
7244,Don't buy specially if seller is Appario Retail Private Ltd,"Main drawback is that, It does not have 3.5 mm jack for recording audio... A connector to connect its mini usb port to 3.5 mm jack should be in its accessories",1
22016,Pretty good,suitable for all boys & girl,4
10348,Waste of money!,The charger pin is very tight,1
1929,Best in the price bracket,Sound Quality could have been better... but over all good,4
1666,"Worst earbuds, not recommended","1st main worst thing is, when you are in call on webex/G meet/zoom etc and if any other call came on you mobile in between then earbuds got disconnected n it ll not pair again, to connect them again you need to switch off n on it then only it will connect,
Battery backup on phone call is 1 hour only
I will never recommend it.",1
13218,Moderate,Not fit at ear...,2
6429,Long lasting with variety of components,"It's good product.noise is not so harsh not so silent.it makes the mixture , smooth texture in minutes.cleaning is also easy iam using it from an year ,no repairs.",4
15035,Fair,Sounds quality compared with the price you cannot beat it . But the build quality is poor after three for four use the ear piece got damaged . Overall a chea but good sound quality headphone,3
13245,Moderate,good color gets off from the head. sound quality good.,2
11043,Worst experience ever!,"Worst experience with this... Don't purchase they will not return it event after defected peace

Don't purchase from here in flipkart",1
10519,Did not meet expectations,Goood product,1
5490,"Over priced- never buy from this seller, available for 1k",Over priced,1
7748,Good to start with,Gud for beginners,5
7505,No.1 camera in mid. Range,Best for beginners and worth for money,5
16880,Pretty good,"Nice sound quality but wire is thin
sound quality is better than others
Absolutely nice wired headphone for listening songs and gaming sound etc.",4
654,Nice product,It's excellent headphones in this price range. The bass is very good. You can use it for games as well as videos and u will have no problem hearing any of the small sounds. It's a bit tight on your ears but that will loosen up after using it for a while.,4
2174,Great phone with low quality screen and heating issues,"Gets heated up while playing heavy games, and even if kept on full brightness for more than 30 mins.
You’ll also notice the low quality of the screen while watching videos on youtube
otherwise it’s a great phone, been using esim (Jio) + physical sim (Vodafone) , works flawlessly",5
9205,Nice,"Super product. Using it since 3 years. Only the remote not working after 3 years but manageble with the subwoofer panel options.

Sound quality is amazing. Best option for the smart TV not having good sound options.",5
12439,Horrible,awasome product,1
3432,Go for Leaser printer instead of inkjet.,"Easy to use and value for money but inkjet cartridge is Costly about 1500 for both colour and Black catridge which not last longer, So preferred to Leaser printer instead of inkjet printer.",4
14474,Just okay,Only because of delivery I have rated 3 star. Otherwise the good is awesome,3
7187,Good camera but bad unfortunately bad merchant.,"Writing the review after a year of use.
I was searching for beginners camera and choose EOS 1500D and bought it at a very valued price during Great Indian sale.
The performance of the camera is stunning and the quality of the pictures is really great. You need to get the basics settings right for a good picture.
I've used it for both indoor and outdoor photoshoots and have got a great output. The battery backup is also long lasting.
If you are looking for a DSLR for beginners I will 100% recommend you this.
Thank you Canon and Amazon.",2
12160,Worst experience ever!,not satisfictory,1
16073,Good quality product,Bass not as expected...,4
4915,Must buy,Its very portable and data transfer speed is fast sou can buy for your phone if you are using type c port,5
2789,Upgraded from IPhone 6 to IPhone 11,"Extremely happy with IPhone 11. Bought it at 50,000 during Amazon Sale. Battery and Camera are far better than the earlier model. It is a blind buy.",5
2573,Amazing phone from apple,"One of the amazing phone from apple. Insane pic quality. Improved battery life, face recognition is way faster than its previous ones. Amature photographers will like it for sure :).

Overall experience is good enough.",5
10752,Very poor,no satisfie....,1
17464,Does the job,Just ok,3
137,3 Years Review (Great Headphones),"I'm using this headphone for a long time. And I wear these each and everyday during commute and while working.
Hands up the best one out in the market regarding the sound quality and build quality in this segemnt.
Pros:
1. Good amount of base for indian base lovers.
2. Clear sound.
3. Adequate treble.
4. Long cable for connecting to your phone. And this baby is tough. Wouldnt break easily. Believe me i took it to its limit.
5. Comfortable for 3 hours of continous listening.
6. Alliminium connector with spring threadded protection. It helps a lot in keeping the connector intact.
7. Long head band for large headed people. And quite comfy for this price segment.

Cons.
Not much to say since these does not affect the usage that much.
1. The spring threadding will rust after around a year only if you use continously like me, but it still wouldn't break. And just the spring would rust, not the other part.
2. The skin on the ear muffs would tear off a bit after a year. Only if used to its extent. I would recommend to just take out the ear muffs and then brush the skin off completely, it would give it a grewish colour and it works fine.
3. Sound is a bit muffled but its hard to be felt.
4. After 3 hours of continous usage the sweet spot just fades away. It hurts a bit. (Read the rest for a sollutuion)

I bought this headphone 3 years ago and it costed me then around 1200 INR. just yesterday the left side of the pivot limit broke, which means that the left side of the ear would rotate much more than it should rotate. But considering the price and its usable life im surprised. Fun fact: I intentionally broke the right pivot too, so that bot of them can rotate freely. and it made the headphone a lot better to wear ;) i can now wear it for longer than usual.",5
9071,You won't regret buying it,There is a red bar on the left side of the screen which should not be there. That's why one star less. Overall experience is good. I am happy.,5
15630,Nice,sound quality is good,3
18184,Could be way better,Very bad performance,2
17840,Nice,"Ok, suitable for lightly used",3
1649,Poor Quality,Average earbuds. Noise cancellations is worst. Soùnd quality is Average. For the music listening purpose its Average and for calling purpose i will give Minus ratings. Dont influenced with the five star ratings and reviews.,1
3613,Appario retail are crooks!,The printer conked even within 50 prints. The seller appario retail has fudged the purchase date to 6 months before I actually purchased the printer. HP refuses to honour the warranty because of this ispite of me sending them the amazon invoice. Absolute crooks.,1
12696,Could be way better,Phon Mike is very poor,2
13696,Moderate,Bard,2
17529,Good,Good . The small jar not working properly.,3
12301,Terrible product,one side is not working after use of 02months,1
15410,Does the job,less durability,3
3446,Wonderful,"The printer is very handy and is not to heavy.The print quality,both color and black and white is absolutely fantastic.The installation is also very friendly.Overall, its a budget friendly printer with good performance.",5
14505,Fair,Nice,3
18757,Could be way better,The profile piture is not uploading and chager is also not working,2
20823,Good choice,"This watch is made in PRC that is made in China. If i would have known this before buying would have never bought this. Regret now.

About product : Nice product for 2000 bucks. Health reading are not so accurate but near to accurate. I am buying smart watch first time so happy with it.Battery backup is excellent. Touch is fine as well.",4
10457,Utterly Disappointed,Camera quality is very poor.,1
12082,Utterly Disappointed,China made left bud broke open in a week,1
15533,Does the job,Not bad. Good one.,3
17804,Fair,Nice product,3
12695,Slightly disappointed,"Even though it has 4gb ram, this phone lags so much, camera average, I regret buying this phone",2
8109,Good Buy for long use,packaging is not so good and they Inculde carry case in bill or product but doesnt provide It,5
8624,Big thumps down,Sound system is not working at all....it should have audio out system second its viewing angle slidely tilted downward...so it might be default for user who used to work with vertical screen..though rest feature are ok,1
13067,Not good,Not worth the price,2
8800,Not recommended,Got it for my gaming laptop by the time of amazon price deal of just 7400/- I didn't expect this much quality and finish on this price . True IPS (real).good contrast. normal refresh rate.Recommended !,1
18308,Could be way better,"Using it from 17 days
Pros :-
1. Good quality
2. Battery drains slowly when not connected to mobile phone.
3. Steps counting is little bit accurate.

Cons:-
1. Battery backup is not good when connecting to mobile phone.
2. It's app drains battery at a very faster rate of watch as well as mobile phone.
3. App needs to synchronize by time to time.
4. Screen brightness is not so good not easily visible in outdoor.
5. Oxygen level measuring, Blood Pressure measuring, is just to entertain like Android apps.",2
20719,Fair,"some of time disconnected automatically ,Blood pressure
not correct",3
13552,Moderate,Makes noise and doesn't grind spices well,2
8358,Good product,"EVERYTHING IS ALRIGHT FOR THIS PRICE (LG)
but this is not all borderless as they mentioned there is an extra black out around the bordeR.(This is not gooD)
the display quality is good with IPS but there is an grey out on the screen, not pure black.",5
17916,Does the job,Jar small,3
5593,"Perfect, best value, durable and lightning fast transfer.",It's the best deal you can find this is being said after comparing the prices at every other platform.,5
11326,Did not meet expectations,right ear speaker is not working after one month. please some one tell me how to take replacement,1
7511,Perfect,"Canon is brand you can blindly trust.
Best Entry level Cropped Sensor Camera.",5
19508,Expected a better product,Not good,2
12743,Slightly disappointed,Audio player is not working if screen off condition.,2
2206,Amazon quality is poorest.,Received a defective piece. There’s no option to replace. Apple store is 250kms away from my address.,1
21323,Wonderful,Superb,4
6481,DISSAPOINTED!!,"Its very bad product i was purchased 10 sep today is 7 oct almost less then 1 month the mixer is automatically off. No power supply what i can do.
Return policy is closed within 10 days.
Now suggest me and contact me throgh email and call.",1
17837,Good,Working is fine but the sound is too much,3
13596,Could be way better,Poor quality,2
3251,Must buy product,"Your browser does not support HTML5 video.
 Perfect purchaching ... I like this printer n fully satisfied with my purchase...easy to set up with mobile n user friendly",5
6606,Nothing to see any negetive point.,"Fake product in name of Prestige

Gear shown in the pick has broken several times but even though I had fixed it, it breaks again.

Bakwas product. And Amazon and anyone else not ready to take it back or process its warranty.",5
11336,Did not meet expectations,right ear speaker is not working after one month. please some one tell me how to take replacement,1
9870,all things are good,"Your browser does not support HTML5 video.
 Good but if you have large hall or living room then it has less bass for that.. but pleasent music..
good as per price.",5
8207,Overall good display - but downscaling sucks,"The monitor is awesome. I use to do lot of Lightroom stuff, so perfect for my use. I do not do much gaming so cannot comment on that, but overall is good for viewing videos as well as photos. There are different modes and I am overall very satisfied with the product. I use it as my primary monitor. The viewing angles are also quite good, since this is an IPS display. I got it for RS 7369 in Diwali offer and also got another RS 740 discount for using Amazon Pay ICICI bank card, so overall an awesome deal for me.",4
20378,Fair,Nice product,3
5017,Value for money...,Excellent Product,5
8303,The best in the range,"Best buy 22 inch screen.
got stucked b/w BenQ and LG. LG wins.
I bought this at 6200+799(SBI cashback)=6999-/ (amazon sale on Sept 28-31Oct)
best Quality under value of 6200. I wish i had bought bigger screen than this. though this one is amazing but always better to go for big. Buy if you are extending your screen over PC / Laptop
can also use for gaming. wait for few more months if you can. new models are coming with more new features.",5
7114,Awesome camera,"I m writing this review after using for about nearly two months . So i bought hp i3 8th gen 8g 256gb ssd model . Im a college student casual user only for powerpoint and browsing only i decided to go for it .
Basically i was using old model of hp laptop only with amd old processor which gave lot of problems i cannot able to use that for simple one. I searched compared with other laptop also .when i bought i purchased for 36k i dont know why price been increased while that time some of the model like asus laptop avita were good also they were not some thing to look like asus had 4gb ram and typically having hesitant to with amd ryzen processor.
This laptop till now basically fine it will feel compact also microsoft office free version preinstalled that also major advantage there are some things to be look after like:
- Only one time i faced lag or hang i dont know why i had put my pen drive so due to that may be i faced other than that i didnt hang problem.
-While update notification the laptop like flickering the screen blackish that i also faced twice after updating it will not come.
-Also keyboard also it good feel will not comfortable to type it will feel cheap feel quality but mousepad feels fine. it necessary to wireless keyboard .
-while turning pressing power button for turning on the laptop i feel that i have to press 2 times for that i dont know why but boot time is like 3 seconds .

These are all things that need to be considered although it is not a major con somehow have to check with that.
Performance is decent normal use whilw i played wcc2 game that feels like hiccups happened anyhow it is a decent processor no heating problem or fan noise i didnt heard of till now.
Another thing that everyone should after is that battery backup the battery capacity mentioned like 41 or 42whr so claiming less than 7hr majorily i also one of the reason i bought but decent battery backup only charging also take less than 2hrs last 5 percent takes time little battery backup at a stretch use u will less than 4 hrs only.
Screen quality is hd only it is decent enough.
FINAL VERDICT: Overall i suggest for buying this laptop mainly should be based on price only for 42k we can get better laptop also ig u get a price of 35 to 38k it will make much sense and value for money.
Also mi laptop learing edition will be there still it is not that available there are not that much review i didnt go for it . other than it is only available above 40k better buy mi laptop with i5 gen or asus laptop mainly there will be i3 only it will be available Regard with amd processor in amd ryznen 3 or 5 are available in avita brand or some other company also but still not suggest only in case of heating or battery draining issue this with old experience of processor also review of other laptop only im saying.
U can buy hp mi acer and asus with ssd option better value .Also thing this laptop im not sure about we cant add ram or expandable that thing need to check after in cas of mi laptop im sure that is not upragable.",5
6282,Duplicate Motor installed by Manufacturer,"Pros:-
1. Power of 750 watt gives you the best blending
2. 4 jars attachment is great.
3. Warranty period is very satisfied
4. Quick service
Cons:-
No cons are there in this mixer take it blind foldedly",1
10838,Unsatisfactory,Mobile not charging in 20 days later,1
16649,Worth the money,Good quality,4
8780,EXCELLENT PRODUCT,"I am using this monitor for working from home setup & this is an excellent choice.

This has lots of useful features like reader mode to take care for your eyes while studying / working late in night / early morning.",5
10834,Unsatisfactory,"Dump phone no Google no YouTube no any Google services.
No return policy.
Worse experience",1
22180,Worth the money,ok,4
21773,Delightful,Good,4
22237,Good quality product,Good,4
18576,Not good,"Looks Good, Average battery backup... The Main thing is Activity track is more inaccurate... You can just buy to show off... nothing morethan that... waste of money... and the flipkart won't return the product... worst experience with flipkart...",2
1300,OVERALL SATISFIED,"First of all I would like to say.... THEY ARE SOOOO CUTE!!!!
They fit in my palm and feel so awesome to hold!
The noise cancellation is so good !
I would have been smitten if it had more colour choices...
Now for the Bad part...
Sometimes the voice starts breaking and sometimes the earbuds stops working...
It happens rarely but it does happen...",4
7331,Nice background blur,Amazing product. I get appreciation for every picture I take and all of it should go to the camera. Beginners like me can use this with absolute ease. Photo transfer to photo or laptop is made so simple that it can happen in few minutes... Excellent product.,5
3080,Good. Printer ever,"Good. Printer. Ever. I. Purchased
Eays. To. Handle it. Good. For. Home. Student etc. i am satisfied with this. Product",5
16390,Very Good,The product is right but its photo is not shown but its design is like old earphone but its sounds are mind blowing.,4
12944,Bad quality,After two months left earpad suddenly stop working .and also doesn't connect with my phone😤😤😤😡😡,2
5565,Really good product,Now i can record and play 4k video smoothly without any problem,5
18621,Slightly disappointed,watch was good but it didn't synchronize with phone. i tried two different mobiles and install boat pro app many times but alas no progress. disappointing!,2
15444,Nice,Good built up,3
21156,Good choice,Nice,4
17876,Decent product,"I bought this product @1250 with offer. For this price, product is good but service not satisfied for this brand of butterfly. Speed of 1 &2 not working. Speed 3 only working. Otherwise it's very good product.",3
